[2017-10-06 12:48:07] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/CacheController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:25] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:31] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:31] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:32] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:33] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:34] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:35] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:38] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:39] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:40] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:41] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:43] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:45] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:46] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:48] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:48] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:49] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:50] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:51] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:51] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:32:51] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:34:04] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:34:04] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:34:04] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:34:04] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:34:05] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:34:05] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:34:07] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:34:07] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:34:37] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 16:34:37] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 16:34:46] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 16:34:46] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 16:35:06] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:06] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:06] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:06] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:07] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:08] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:09] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:09] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:41] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:41] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:41] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:41] A Error Code: 0, Message:unknown device on the request, In Line :42, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:43] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:43] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:44] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:45] A Error Code: 0, Message:401, In Line :47, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:35:49] A Error Code: 0, Message:您可能还未登录或已超时!!但是您访问的地址被要求登录，请先登录, In Line :122, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:39:38] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 16:39:38] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 16:39:38] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 16:39:38] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 16:40:15] A Error Code: 0, Message:您可能还未登录或已超时!!但是您访问的地址被要求登录，请先登录, In Line :118, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:40:46] A Error Code: 0, Message:403, In Line :103, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:40:46] A Error Code: 0, Message:403, In Line :103, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:40:46] A Error Code: 0, Message:403, In Line :103, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:40:46] A Error Code: 0, Message:您可能还未登录或已超时!!但是您访问的地址被要求登录，请先登录, In Line :118, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:40:50] A Error Code: 0, Message:403, In Line :103, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:40:50] A Error Code: 0, Message:403, In Line :103, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:40:50] A Error Code: 0, Message:403, In Line :103, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:40:50] A Error Code: 0, Message:您可能还未登录或已超时!!但是您访问的地址被要求登录，请先登录, In Line :118, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:41:20] A Error Code: 0, Message:403, In Line :103, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:41:20] A Error Code: 0, Message:403, In Line :103, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:41:20] A Error Code: 0, Message:403, In Line :103, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:41:20] A Error Code: 0, Message:您可能还未登录或已超时!!但是您访问的地址被要求登录，请先登录, In Line :118, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:41:25] A Error Code: 0, Message:您可能还未登录或已超时!!但是您访问的地址被要求登录，请先登录, In Line :118, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:41:25] A Error Code: 0, Message:您可能还未登录或已超时!!但是您访问的地址被要求登录，请先登录, In Line :118, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:41:25] A Error Code: 0, Message:您可能还未登录或已超时!!但是您访问的地址被要求登录，请先登录, In Line :118, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:41:29] A Error Code: 0, Message:403, In Line :103, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:42:04] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 16:42:04] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 16:42:04] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 16:42:04] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 16:43:39] A Error Code: 0, Message:您可能还未登录或已超时!!但是您访问的地址被要求登录，请先登录, In Line :118, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:44:19] A Error Code: 0, Message:您可能还未登录或已超时!!但是您访问的地址被要求登录，请先登录, In Line :118, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:44:22] A Error Code: 0, Message:403, In Line :103, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:44:27] A Error Code: 0, Message:403, In Line :103, At File:/data/web/restful/app/components/ActiveController.php
[2017-10-06 16:45:05] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 16:54:55] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:00:11] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:00:11] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:00:11] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:00:11] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:00:27] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:00:27] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:00:27] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:00:27] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:00:47] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:00:47] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:04:40] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:04:40] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:04:40] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:04:40] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:04:43] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:05:03] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:05:03] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:05:03] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:05:03] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:06:07] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:10:22] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:13:08] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:13:08] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:13:09] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:13:09] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:13:09] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:13:09] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:14:06] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:14:06] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:14:06] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:14:06] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:15:32] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:15:32] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:15:32] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:15:32] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:15:37] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:16:13] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:16:13] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:16:25] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:16:25] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:16:25] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:16:25] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:16:44] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:16:44] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:16:44] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:16:44] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:19:28] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:19:28] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:19:28] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:19:28] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:20:30] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:22:04] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:22:04] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:22:04] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:22:04] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:22:56] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:22:56] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:22:56] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:22:56] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:23:24] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:23:24] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:23:24] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:23:24] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:23:40] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:23:40] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:23:40] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:23:40] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:24:50] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:22] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:26:22] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:26:22] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:26:23] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:26:23] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:26:23] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:26:23] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:26:23] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:26:23] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:402, In Line :130, At File:/data/web/restful/app/controller/UserController.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
[2017-10-06 17:26:23] A Error Code: 0, Message:unknown device on the request, In Line :43, At File:/data/web/restful/vendor/yoc/base/Controller.php
