[2017-10-02 00:00:00] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:10:09] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:10:09] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:10:09] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:10:09] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:10:09] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:10:09] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:10:09] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:10:09] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:10:09] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:17:05] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:17:05] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:17:05] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:24:44] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:24:44] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:24:44] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:24:57] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:31:53] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:31:53] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:31:53] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:31:53] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:35:35] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:39:00] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:39:00] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:40:32] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:40:32] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:44:30] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:47:47] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:47:47] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:47:47] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:50:02] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:50:02] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:54:58] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:54:58] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:55:39] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 13:55:39] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:00:57] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:09:12] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:09:12] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:09:44] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:10:00] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:10:00] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:10:03] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:10:03] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:10:06] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:10:09] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:10:10] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:10:19] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:10:19] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:10:21] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:10:25] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:18:15] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:20:32] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:20:32] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:21:09] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:23:10] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:23:59] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:23:59] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:36:37] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:39:39] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:39:39] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:39:39] A Error Code: 42S22, Message:SQLSTATE[42S22]: Column not found: 1054 Unknown column 'deleted' in 'where clause', In Line :120, At File:/data/web/restful/vendor/yoc/db/Command.php
[2017-10-02 14:41:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:45:26] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:51:36] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 14:57:36] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 15:01:35] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 15:29:01] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/CacheController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 15:35:02] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 15:35:02] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 15:35:03] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 15:35:04] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 15:46:03] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 16:41:43] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 16:41:43] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 16:41:44] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 17:15:18] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/SController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 17:32:05] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/SController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:02:48] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:02:48] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:02:49] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:02:50] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:40] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:40] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:40] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:13:41] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:15:30] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:30] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:31] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:31] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:32] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:32] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:33] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:33] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:34] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:34] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:35] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:35] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:36] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:36] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:37] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:37] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:38] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:38] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:39] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:15:39] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:19:04] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:19:04] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:19:04] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:22:57] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/ShowcaseController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:22:57] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/Struts2ShowcaseController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:22:57] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/IntegrationController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:22:57] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/MasterStatusController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:26:03] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/WpJsonController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:26:56] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/RsStatusController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:27:39] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/GangliaController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:27:44] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:27:44] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:27:44] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:28:26] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/Index.phpController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:29:00] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:29:13] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/JobsController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:29:39] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/CacheController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:29:52] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/ImoarjzcuwldController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:31:39] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:31:39] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:31:39] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:31:40] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:34:42] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:42:40] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:40] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:41] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:41] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:42] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:42] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:43] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:43] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:44] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:44] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:45] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:45] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:46] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:46] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:47] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:47] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:48] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:48] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:49] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:42:49] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:43:39] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/HwiController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:51:46] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/ShowcaseController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:51:46] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/Struts2ShowcaseController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:51:46] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/IntegrationController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:51:46] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/MasterStatusController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:53:14] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/WpJsonController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:55:29] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/RsStatusController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:55:30] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 18:56:29] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/GangliaController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:57:10] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/Index.phpController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:58:18] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/JobsController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 18:59:21] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/RzokmwcjdulqController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:01:42] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 19:01:42] A Error Code: 0, Message:402, In Line :121, At File:/data/web/restful/app/controller/UserController.php
[2017-10-02 19:04:00] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:01] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:02] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:02] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:02] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/MasterStatusController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:03] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:03] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:04] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:04] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:05] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:05] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:06] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:06] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:07] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
[2017-10-02 19:04:07] A Error Code: 0, Message:Request Error: Not Find Controller File!data/web/restful/app/controller/PhpmyadminController.php, In Line :155, At File:/data/web/restful/vendor/yoc/base/Server.php
